Abbreviation,Full Name,Material Type,Composition,Processing Method,Source Node ID,Source Node Title,Source Node Type,Source Section
LLZO (20 wt %)-PEO (LiTFSI),LLZO-PEO-LiTFSI composite,composite,"20 wt % LLZO in PEO with LiTFSI; LLZO (20 wt %)-PEO (LiTFSI); 20 wt % LLZO, PEO, LiTFSI; 20 wt % LLZO, LiTFSI in PEO; 20 wt % LLZO-PEO (LiTFSI); 20 wt % LLZO, LiTFSI; 20 wt % LLZO",ball-milling mixing,0181,NMR Analysis of Li-ion Transport Pathways,semantic_unit,RESULTS AND DISCUSSION
LLZO (20 wt %)-PEO (LiTFSI),LLZO-PEO-LiTFSI composite,composite,"20 wt % LLZO in PEO with LiTFSI; LLZO (20 wt %)-PEO (LiTFSI); 20 wt % LLZO, PEO, LiTFSI; 20 wt % LLZO, LiTFSI in PEO; 20 wt % LLZO-PEO (LiTFSI); 20 wt % LLZO, LiTFSI; 20 wt % LLZO",ball-milling mixing,0182,NMR Analysis of Composite Electrolytes,semantic_unit,RESULTS AND DISCUSSION
LLZO (20 wt %)-PEO (LiTFSI),LLZO-PEO-LiTFSI composite,composite,"20 wt % LLZO in PEO with LiTFSI; LLZO (20 wt %)-PEO (LiTFSI); 20 wt % LLZO, PEO, LiTFSI; 20 wt % LLZO, LiTFSI in PEO; 20 wt % LLZO-PEO (LiTFSI); 20 wt % LLZO, LiTFSI; 20 wt % LLZO",ball-milling mixing,0225,Summary of Li-ion Transport Pathways and Charge Carrier Contributions,semantic_unit,RESULTS AND DISCUSSION
LLZO (20 wt %)-PEO (LiTFSI),LLZO-PEO-LiTFSI composite,composite,"20 wt % LLZO in PEO with LiTFSI; LLZO (20 wt %)-PEO (LiTFSI); 20 wt % LLZO, PEO, LiTFSI; 20 wt % LLZO, LiTFSI in PEO; 20 wt % LLZO-PEO (LiTFSI); 20 wt % LLZO, LiTFSI; 20 wt % LLZO",ball-milling mixing,0249,Analysis of Factors Affecting Ionic Conductivity,semantic_unit,RESULTS AND DISCUSSION
LLZO (20 wt %)-PEO (LiTFSI),LLZO-PEO-LiTFSI composite,composite,"20 wt % LLZO in PEO with LiTFSI; LLZO (20 wt %)-PEO (LiTFSI); 20 wt % LLZO, PEO, LiTFSI; 20 wt % LLZO, LiTFSI in PEO; 20 wt % LLZO-PEO (LiTFSI); 20 wt % LLZO, LiTFSI; 20 wt % LLZO",ball-milling mixing,0251,Analysis of Ionic Conductivity,semantic_unit,RESULTS AND DISCUSSION
LLZO (20 wt %)-PEO (LiTFSI),LLZO-PEO-LiTFSI composite,composite,"20 wt % LLZO in PEO with LiTFSI; LLZO (20 wt %)-PEO (LiTFSI); 20 wt % LLZO, PEO, LiTFSI; 20 wt % LLZO, LiTFSI in PEO; 20 wt % LLZO-PEO (LiTFSI); 20 wt % LLZO, LiTFSI; 20 wt % LLZO",ball-milling mixing,0283,Correlation of NMR Findings with Ionic Conductivity and Stability,semantic_unit,RESULTS AND DISCUSSION
LLZO (20 wt %)-PEO (LiTFSI),LLZO-PEO-LiTFSI composite,composite,"20 wt % LLZO in PEO with LiTFSI; LLZO (20 wt %)-PEO (LiTFSI); 20 wt % LLZO, PEO, LiTFSI; 20 wt % LLZO, LiTFSI in PEO; 20 wt % LLZO-PEO (LiTFSI); 20 wt % LLZO, LiTFSI; 20 wt % LLZO",ball-milling mixing,0284,Factors Influencing Ionic Conductivity in Composite Electrolytes,semantic_unit,RESULTS AND DISCUSSION
LLZO (20 wt %)–PEO (LiTFSI),,composite,20 wt % LLZO,,0273,Ionic Conductivity of LLZO-PEO Composites with and without TEGDME,semantic_unit,RESULTS AND DISCUSSION
LLZO (5 wt %)-PEO,,composite,5 wt % LLZO; 5 wt % LLZO-PEO,,0022,Research Gap: Limitations of Composite Electrolytes and Need for Mechanistic Understanding,semantic_unit,INTRODUCTION
LLZO (5 wt %)-PEO,,composite,5 wt % LLZO; 5 wt % LLZO-PEO,,0035,Publication Details,semantic_unit,INTRODUCTION
LLZO (5 wt %)-PEO (LiTFSI),,composite,"5 wt % LLZO-PEO (LiTFSI); 5 wt % LLZO in PEO with LiTFSI; LLZO (5 wt %)-PEO (LiTFSI); 5 wt % LLZO; 5 wt % LLZO, PEO, LiTFSI",,0043,Journal and Figure Description,semantic_unit,INTRODUCTION
LLZO (5 wt %)-PEO (LiTFSI),,composite,"5 wt % LLZO-PEO (LiTFSI); 5 wt % LLZO in PEO with LiTFSI; LLZO (5 wt %)-PEO (LiTFSI); 5 wt % LLZO; 5 wt % LLZO, PEO, LiTFSI",,0113,NMR Characterization of Li-ion Environments and Mobility,semantic_unit,RESULTS AND DISCUSSION
LLZO (5 wt %)-PEO (LiTFSI),,composite,"5 wt % LLZO-PEO (LiTFSI); 5 wt % LLZO in PEO with LiTFSI; LLZO (5 wt %)-PEO (LiTFSI); 5 wt % LLZO; 5 wt % LLZO, PEO, LiTFSI",,0114,Materials and Sample Preparation,semantic_unit,RESULTS AND DISCUSSION
LLZO (5 wt %)-PEO (LiTFSI),,composite,"5 wt % LLZO-PEO (LiTFSI); 5 wt % LLZO in PEO with LiTFSI; LLZO (5 wt %)-PEO (LiTFSI); 5 wt % LLZO; 5 wt % LLZO, PEO, LiTFSI",,0115,Materials and Sample Compositions,semantic_unit,RESULTS AND DISCUSSION
LLZO (5 wt %)-PEO (LiTFSI),,composite,"5 wt % LLZO-PEO (LiTFSI); 5 wt % LLZO in PEO with LiTFSI; LLZO (5 wt %)-PEO (LiTFSI); 5 wt % LLZO; 5 wt % LLZO, PEO, LiTFSI",,0137,Characterization Techniques and Data Analysis,semantic_unit,RESULTS AND DISCUSSION
LLZO (5 wt %)-PEO (LiTFSI),,composite,"5 wt % LLZO-PEO (LiTFSI); 5 wt % LLZO in PEO with LiTFSI; LLZO (5 wt %)-PEO (LiTFSI); 5 wt % LLZO; 5 wt % LLZO, PEO, LiTFSI",,0225,Summary of Li-ion Transport Pathways and Charge Carrier Contributions,semantic_unit,RESULTS AND DISCUSSION
LLZO (5 wt %)-PEO (LiTFSI),,composite,"5 wt % LLZO-PEO (LiTFSI); 5 wt % LLZO in PEO with LiTFSI; LLZO (5 wt %)-PEO (LiTFSI); 5 wt % LLZO; 5 wt % LLZO, PEO, LiTFSI",,0283,Correlation of NMR Findings with Ionic Conductivity and Stability,semantic_unit,RESULTS AND DISCUSSION
LLZO (5 wt %)–PEO (LiTFSI),LLZO-PEO-LiTFSI composite,composite,5 wt % LLZO,solution casting; ball-milling mixing,0169,Investigation of Li-ion Transport Pathways via Isotope Replacement,semantic_unit,RESULTS AND DISCUSSION
LLZO (5 wt %)–PEO (LiTFSI),LLZO-PEO-LiTFSI composite,composite,5 wt % LLZO,solution casting; ball-milling mixing,0181,NMR Analysis of Li-ion Transport Pathways,semantic_unit,RESULTS AND DISCUSSION
LLZO (5 wt %)–PEO (LiTFSI),LLZO-PEO-LiTFSI composite,composite,5 wt % LLZO,solution casting; ball-milling mixing,0273,Ionic Conductivity of LLZO-PEO Composites with and without TEGDME,semantic_unit,RESULTS AND DISCUSSION
LLZO (5 wt %)—PEO (LiTFSI),,composite,5 wt % LLZO—PEO (LiTFSI),,0295,Electrochemical Stability of Composite Electrolytes with Li Metal Anodes,semantic_unit,RESULTS AND DISCUSSION
LLZO (50 wt %)-PEO,,composite,50 wt % LLZO; 50 wt % LLZO-PEO,,0022,Research Gap: Limitations of Composite Electrolytes and Need for Mechanistic Understanding,semantic_unit,INTRODUCTION
LLZO (50 wt %)-PEO,,composite,50 wt % LLZO; 50 wt % LLZO-PEO,,0035,Publication Details,semantic_unit,INTRODUCTION
LLZO (50 wt %)-PEO (50 wt %)-TEGDME,,composite,"50 wt % LLZO, 50 wt % TEGDME; 50 wt % LLZO-PEO (50 wt %)-TEGDME",,0022,Research Gap: Limitations of Composite Electrolytes and Need for Mechanistic Understanding,semantic_unit,INTRODUCTION
LLZO (50 wt %)-PEO (50 wt %)-TEGDME,,composite,"50 wt % LLZO, 50 wt % TEGDME; 50 wt % LLZO-PEO (50 wt %)-TEGDME",,0035,Publication Details,semantic_unit,INTRODUCTION
LLZO (50 wt %)-PEO (LiTFSI),,composite,"50 wt % LLZO; 50 wt % LLZO, PEO, LiTFSI; LLZO (50 wt %)-PEO (LiTFSI); 50 wt % LLZO-PEO (LiTFSI); 50 wt % LLZO in PEO with LiTFSI",,0043,Journal and Figure Description,semantic_unit,INTRODUCTION
LLZO (50 wt %)-PEO (LiTFSI),,composite,"50 wt % LLZO; 50 wt % LLZO, PEO, LiTFSI; LLZO (50 wt %)-PEO (LiTFSI); 50 wt % LLZO-PEO (LiTFSI); 50 wt % LLZO in PEO with LiTFSI",,0113,NMR Characterization of Li-ion Environments and Mobility,semantic_unit,RESULTS AND DISCUSSION
LLZO (50 wt %)-PEO (LiTFSI),,composite,"50 wt % LLZO; 50 wt % LLZO, PEO, LiTFSI; LLZO (50 wt %)-PEO (LiTFSI); 50 wt % LLZO-PEO (LiTFSI); 50 wt % LLZO in PEO with LiTFSI",,0114,Materials and Sample Preparation,semantic_unit,RESULTS AND DISCUSSION
LLZO (50 wt %)-PEO (LiTFSI),,composite,"50 wt % LLZO; 50 wt % LLZO, PEO, LiTFSI; LLZO (50 wt %)-PEO (LiTFSI); 50 wt % LLZO-PEO (LiTFSI); 50 wt % LLZO in PEO with LiTFSI",,0115,Materials and Sample Compositions,semantic_unit,RESULTS AND DISCUSSION
LLZO (50 wt %)-PEO (LiTFSI),,composite,"50 wt % LLZO; 50 wt % LLZO, PEO, LiTFSI; LLZO (50 wt %)-PEO (LiTFSI); 50 wt % LLZO-PEO (LiTFSI); 50 wt % LLZO in PEO with LiTFSI",,0137,Characterization Techniques and Data Analysis,semantic_unit,RESULTS AND DISCUSSION
LLZO (50 wt %)-PEO (LiTFSI),,composite,"50 wt % LLZO; 50 wt % LLZO, PEO, LiTFSI; LLZO (50 wt %)-PEO (LiTFSI); 50 wt % LLZO-PEO (LiTFSI); 50 wt % LLZO in PEO with LiTFSI",,0159,Li-ion Mobility Analysis via T1 Relaxation Times,semantic_unit,RESULTS AND DISCUSSION
LLZO (50 wt %)-PEO (LiTFSI),,composite,"50 wt % LLZO; 50 wt % LLZO, PEO, LiTFSI; LLZO (50 wt %)-PEO (LiTFSI); 50 wt % LLZO-PEO (LiTFSI); 50 wt % LLZO in PEO with LiTFSI",,0225,Summary of Li-ion Transport Pathways and Charge Carrier Contributions,semantic_unit,RESULTS AND DISCUSSION
LLZO (50 wt %)-PEO (LiTFSI),,composite,"50 wt % LLZO; 50 wt % LLZO, PEO, LiTFSI; LLZO (50 wt %)-PEO (LiTFSI); 50 wt % LLZO-PEO (LiTFSI); 50 wt % LLZO in PEO with LiTFSI",,0283,Correlation of NMR Findings with Ionic Conductivity and Stability,semantic_unit,RESULTS AND DISCUSSION
LLZO (50 wt %)-PEO (LiTFSI) (50 wt %)-TEGDME,,composite,"50 wt % LLZO in PEO with LiTFSI and 50 wt % TEGDME; 50 wt % LLZO-PEO (LiTFSI) (50 wt %)-TEGDME; 50 wt % LLZO, 50 wt % PEO, LiTFSI, TEGDME; LLZO (50 wt %)-PEO (LiTFSI) (50 wt %)-TEGDME; 50 wt % LLZO, 50 wt % TEGDME; 50 wt % LLZO, PEO, LiTFSI, 50 wt % TEGDME",,0043,Journal and Figure Description,semantic_unit,INTRODUCTION
LLZO (50 wt %)-PEO (LiTFSI) (50 wt %)-TEGDME,,composite,"50 wt % LLZO in PEO with LiTFSI and 50 wt % TEGDME; 50 wt % LLZO-PEO (LiTFSI) (50 wt %)-TEGDME; 50 wt % LLZO, 50 wt % PEO, LiTFSI, TEGDME; LLZO (50 wt %)-PEO (LiTFSI) (50 wt %)-TEGDME; 50 wt % LLZO, 50 wt % TEGDME; 50 wt % LLZO, PEO, LiTFSI, 50 wt % TEGDME",,0113,NMR Characterization of Li-ion Environments and Mobility,semantic_unit,RESULTS AND DISCUSSION
LLZO (50 wt %)-PEO (LiTFSI) (50 wt %)-TEGDME,,composite,"50 wt % LLZO in PEO with LiTFSI and 50 wt % TEGDME; 50 wt % LLZO-PEO (LiTFSI) (50 wt %)-TEGDME; 50 wt % LLZO, 50 wt % PEO, LiTFSI, TEGDME; LLZO (50 wt %)-PEO (LiTFSI) (50 wt %)-TEGDME; 50 wt % LLZO, 50 wt % TEGDME; 50 wt % LLZO, PEO, LiTFSI, 50 wt % TEGDME",,0114,Materials and Sample Preparation,semantic_unit,RESULTS AND DISCUSSION
LLZO (50 wt %)-PEO (LiTFSI) (50 wt %)-TEGDME,,composite,"50 wt % LLZO in PEO with LiTFSI and 50 wt % TEGDME; 50 wt % LLZO-PEO (LiTFSI) (50 wt %)-TEGDME; 50 wt % LLZO, 50 wt % PEO, LiTFSI, TEGDME; LLZO (50 wt %)-PEO (LiTFSI) (50 wt %)-TEGDME; 50 wt % LLZO, 50 wt % TEGDME; 50 wt % LLZO, PEO, LiTFSI, 50 wt % TEGDME",,0115,Materials and Sample Compositions,semantic_unit,RESULTS AND DISCUSSION
LLZO (50 wt %)-PEO (LiTFSI) (50 wt %)-TEGDME,,composite,"50 wt % LLZO in PEO with LiTFSI and 50 wt % TEGDME; 50 wt % LLZO-PEO (LiTFSI) (50 wt %)-TEGDME; 50 wt % LLZO, 50 wt % PEO, LiTFSI, TEGDME; LLZO (50 wt %)-PEO (LiTFSI) (50 wt %)-TEGDME; 50 wt % LLZO, 50 wt % TEGDME; 50 wt % LLZO, PEO, LiTFSI, 50 wt % TEGDME",,0137,Characterization Techniques and Data Analysis,semantic_unit,RESULTS AND DISCUSSION
LLZO (50 wt %)-PEO (LiTFSI) (50 wt %)-TEGDME,,composite,"50 wt % LLZO in PEO with LiTFSI and 50 wt % TEGDME; 50 wt % LLZO-PEO (LiTFSI) (50 wt %)-TEGDME; 50 wt % LLZO, 50 wt % PEO, LiTFSI, TEGDME; LLZO (50 wt %)-PEO (LiTFSI) (50 wt %)-TEGDME; 50 wt % LLZO, 50 wt % TEGDME; 50 wt % LLZO, PEO, LiTFSI, 50 wt % TEGDME",,0159,Li-ion Mobility Analysis via T1 Relaxation Times,semantic_unit,RESULTS AND DISCUSSION
LLZO (50 wt %)-PEO (LiTFSI) (50 wt %)-TEGDME,,composite,"50 wt % LLZO in PEO with LiTFSI and 50 wt % TEGDME; 50 wt % LLZO-PEO (LiTFSI) (50 wt %)-TEGDME; 50 wt % LLZO, 50 wt % PEO, LiTFSI, TEGDME; LLZO (50 wt %)-PEO (LiTFSI) (50 wt %)-TEGDME; 50 wt % LLZO, 50 wt % TEGDME; 50 wt % LLZO, PEO, LiTFSI, 50 wt % TEGDME",,0225,Summary of Li-ion Transport Pathways and Charge Carrier Contributions,semantic_unit,RESULTS AND DISCUSSION
LLZO (50 wt %)-PEO (LiTFSI) (50 wt %)-TEGDME,,composite,"50 wt % LLZO in PEO with LiTFSI and 50 wt % TEGDME; 50 wt % LLZO-PEO (LiTFSI) (50 wt %)-TEGDME; 50 wt % LLZO, 50 wt % PEO, LiTFSI, TEGDME; LLZO (50 wt %)-PEO (LiTFSI) (50 wt %)-TEGDME; 50 wt % LLZO, 50 wt % TEGDME; 50 wt % LLZO, PEO, LiTFSI, 50 wt % TEGDME",,0249,Analysis of Factors Affecting Ionic Conductivity,semantic_unit,RESULTS AND DISCUSSION
LLZO (50 wt %)-PEO (LiTFSI) (50 wt %)-TEGDME,,composite,"50 wt % LLZO in PEO with LiTFSI and 50 wt % TEGDME; 50 wt % LLZO-PEO (LiTFSI) (50 wt %)-TEGDME; 50 wt % LLZO, 50 wt % PEO, LiTFSI, TEGDME; LLZO (50 wt %)-PEO (LiTFSI) (50 wt %)-TEGDME; 50 wt % LLZO, 50 wt % TEGDME; 50 wt % LLZO, PEO, LiTFSI, 50 wt % TEGDME",,0251,Analysis of Ionic Conductivity,semantic_unit,RESULTS AND DISCUSSION
LLZO (50 wt %)–PEO (LiTFSI),,composite,50 wt % LLZO,,0273,Ionic Conductivity of LLZO-PEO Composites with and without TEGDME,semantic_unit,RESULTS AND DISCUSSION
LLZO (50 wt %)—PEO (LiTFSI),LLZO-PEO-LiTFSI composite,composite,50 wt % LLZO; 50 wt % LLZO—PEO (LiTFSI),ball-milling mixing,0169,Investigation of Li-ion Transport Pathways via Isotope Replacement,semantic_unit,RESULTS AND DISCUSSION
LLZO (50 wt %)—PEO (LiTFSI),LLZO-PEO-LiTFSI composite,composite,50 wt % LLZO; 50 wt % LLZO—PEO (LiTFSI),ball-milling mixing,0181,NMR Analysis of Li-ion Transport Pathways,semantic_unit,RESULTS AND DISCUSSION
LLZO (50 wt %)—PEO (LiTFSI),LLZO-PEO-LiTFSI composite,composite,50 wt % LLZO; 50 wt % LLZO—PEO (LiTFSI),ball-milling mixing,0295,Electrochemical Stability of Composite Electrolytes with Li Metal Anodes,semantic_unit,RESULTS AND DISCUSSION
LLZO (50 wt %)—PEO (LiTFSI) (50 wt %)—TEGDME,,composite,"LLZO (50 wt %)—PEO (LiTFSI) (50 wt %)—TEGDME; 50 wt % LLZO, 50 wt % TEGDME; 50 wt % LLZO—50 wt % PEO (LiTFSI)—TEGDME",,0124,Experimental Data Presentation,semantic_unit,RESULTS AND DISCUSSION
LLZO (50 wt %)—PEO (LiTFSI) (50 wt %)—TEGDME,,composite,"LLZO (50 wt %)—PEO (LiTFSI) (50 wt %)—TEGDME; 50 wt % LLZO, 50 wt % TEGDME; 50 wt % LLZO—50 wt % PEO (LiTFSI)—TEGDME",,0194,Comparison with Previous Studies and Influence of Li Salts,semantic_unit,RESULTS AND DISCUSSION
LLZO (50 wt %)—PEO (LiTFSI) (50 wt %)—TEGDME,,composite,"LLZO (50 wt %)—PEO (LiTFSI) (50 wt %)—TEGDME; 50 wt % LLZO, 50 wt % TEGDME; 50 wt % LLZO—50 wt % PEO (LiTFSI)—TEGDME",,0273,Ionic Conductivity of LLZO-PEO Composites with and without TEGDME,semantic_unit,RESULTS AND DISCUSSION
LLZO-PEO,LLZO-PEO composite,composite,"various fractions of LLZO and PEO; LLZO-PEO; LLZO-PEO (LiTFSI); 50 wt % LLZO, 50 wt % PEO; 5 wt % LLZO, 95 wt % PEO; 5 to 20 and 50 wt % LLZO; 90:10 wt%; 20 wt % LLZO, 80 wt % PEO; LLZO content; various fractions of LLZO","solution casting, ball-milling; ball-milling; solution casting, ball milling; solution casting",0022,Research Gap: Limitations of Composite Electrolytes and Need for Mechanistic Understanding,semantic_unit,INTRODUCTION
LLZO-PEO,LLZO-PEO composite,composite,"various fractions of LLZO and PEO; LLZO-PEO; LLZO-PEO (LiTFSI); 50 wt % LLZO, 50 wt % PEO; 5 wt % LLZO, 95 wt % PEO; 5 to 20 and 50 wt % LLZO; 90:10 wt%; 20 wt % LLZO, 80 wt % PEO; LLZO content; various fractions of LLZO","solution casting, ball-milling; ball-milling; solution casting, ball milling; solution casting",0035,Publication Details,semantic_unit,INTRODUCTION
LLZO-PEO,LLZO-PEO composite,composite,"various fractions of LLZO and PEO; LLZO-PEO; LLZO-PEO (LiTFSI); 50 wt % LLZO, 50 wt % PEO; 5 wt % LLZO, 95 wt % PEO; 5 to 20 and 50 wt % LLZO; 90:10 wt%; 20 wt % LLZO, 80 wt % PEO; LLZO content; various fractions of LLZO","solution casting, ball-milling; ball-milling; solution casting, ball milling; solution casting",0070,Preparation of Composite Films,semantic_unit,EXPERIMENTAL SECTION
LLZO-PEO,LLZO-PEO composite,composite,"various fractions of LLZO and PEO; LLZO-PEO; LLZO-PEO (LiTFSI); 50 wt % LLZO, 50 wt % PEO; 5 wt % LLZO, 95 wt % PEO; 5 to 20 and 50 wt % LLZO; 90:10 wt%; 20 wt % LLZO, 80 wt % PEO; LLZO content; various fractions of LLZO","solution casting, ball-milling; ball-milling; solution casting, ball milling; solution casting",0071,Preparation of Composite Films,semantic_unit,EXPERIMENTAL SECTION
LLZO-PEO,LLZO-PEO composite,composite,"various fractions of LLZO and PEO; LLZO-PEO; LLZO-PEO (LiTFSI); 50 wt % LLZO, 50 wt % PEO; 5 wt % LLZO, 95 wt % PEO; 5 to 20 and 50 wt % LLZO; 90:10 wt%; 20 wt % LLZO, 80 wt % PEO; LLZO content; various fractions of LLZO","solution casting, ball-milling; ball-milling; solution casting, ball milling; solution casting",0072,Preparation of Composite Films,semantic_unit,EXPERIMENTAL SECTION
LLZO-PEO,LLZO-PEO composite,composite,"various fractions of LLZO and PEO; LLZO-PEO; LLZO-PEO (LiTFSI); 50 wt % LLZO, 50 wt % PEO; 5 wt % LLZO, 95 wt % PEO; 5 to 20 and 50 wt % LLZO; 90:10 wt%; 20 wt % LLZO, 80 wt % PEO; LLZO content; various fractions of LLZO","solution casting, ball-milling; ball-milling; solution casting, ball milling; solution casting",0133,Discussion of Ionic Conductivity,semantic_unit,RESULTS AND DISCUSSION
LLZO-PEO,LLZO-PEO composite,composite,"various fractions of LLZO and PEO; LLZO-PEO; LLZO-PEO (LiTFSI); 50 wt % LLZO, 50 wt % PEO; 5 wt % LLZO, 95 wt % PEO; 5 to 20 and 50 wt % LLZO; 90:10 wt%; 20 wt % LLZO, 80 wt % PEO; LLZO content; various fractions of LLZO","solution casting, ball-milling; ball-milling; solution casting, ball milling; solution casting",0137,Characterization Techniques and Data Analysis,semantic_unit,RESULTS AND DISCUSSION
LLZO-PEO,LLZO-PEO composite,composite,"various fractions of LLZO and PEO; LLZO-PEO; LLZO-PEO (LiTFSI); 50 wt % LLZO, 50 wt % PEO; 5 wt % LLZO, 95 wt % PEO; 5 to 20 and 50 wt % LLZO; 90:10 wt%; 20 wt % LLZO, 80 wt % PEO; LLZO content; various fractions of LLZO","solution casting, ball-milling; ball-milling; solution casting, ball milling; solution casting",0159,Li-ion Mobility Analysis via T1 Relaxation Times,semantic_unit,RESULTS AND DISCUSSION
LLZO-PEO,LLZO-PEO composite,composite,"various fractions of LLZO and PEO; LLZO-PEO; LLZO-PEO (LiTFSI); 50 wt % LLZO, 50 wt % PEO; 5 wt % LLZO, 95 wt % PEO; 5 to 20 and 50 wt % LLZO; 90:10 wt%; 20 wt % LLZO, 80 wt % PEO; LLZO content; various fractions of LLZO","solution casting, ball-milling; ball-milling; solution casting, ball milling; solution casting",0227,Composite Electrolyte Behavior,semantic_unit,RESULTS AND DISCUSSION
LLZO-PEO,LLZO-PEO composite,composite,"various fractions of LLZO and PEO; LLZO-PEO; LLZO-PEO (LiTFSI); 50 wt % LLZO, 50 wt % PEO; 5 wt % LLZO, 95 wt % PEO; 5 to 20 and 50 wt % LLZO; 90:10 wt%; 20 wt % LLZO, 80 wt % PEO; LLZO content; various fractions of LLZO","solution casting, ball-milling; ball-milling; solution casting, ball milling; solution casting",0236,Sources of Active Li Ions,semantic_unit,RESULTS AND DISCUSSION
LLZO-PEO,LLZO-PEO composite,composite,"various fractions of LLZO and PEO; LLZO-PEO; LLZO-PEO (LiTFSI); 50 wt % LLZO, 50 wt % PEO; 5 wt % LLZO, 95 wt % PEO; 5 to 20 and 50 wt % LLZO; 90:10 wt%; 20 wt % LLZO, 80 wt % PEO; LLZO content; various fractions of LLZO","solution casting, ball-milling; ball-milling; solution casting, ball milling; solution casting",0262,Electrochemical Impedance Spectroscopy (EIS) Measurements of Ionic Conductivity,semantic_unit,RESULTS AND DISCUSSION
LLZO-PEO,LLZO-PEO composite,composite,"various fractions of LLZO and PEO; LLZO-PEO; LLZO-PEO (LiTFSI); 50 wt % LLZO, 50 wt % PEO; 5 wt % LLZO, 95 wt % PEO; 5 to 20 and 50 wt % LLZO; 90:10 wt%; 20 wt % LLZO, 80 wt % PEO; LLZO content; various fractions of LLZO","solution casting, ball-milling; ball-milling; solution casting, ball milling; solution casting",0263,Electrochemical Impedance Spectroscopy (EIS) Measurements,semantic_unit,RESULTS AND DISCUSSION
LLZO-PEO,LLZO-PEO composite,composite,"various fractions of LLZO and PEO; LLZO-PEO; LLZO-PEO (LiTFSI); 50 wt % LLZO, 50 wt % PEO; 5 wt % LLZO, 95 wt % PEO; 5 to 20 and 50 wt % LLZO; 90:10 wt%; 20 wt % LLZO, 80 wt % PEO; LLZO content; various fractions of LLZO","solution casting, ball-milling; ball-milling; solution casting, ball milling; solution casting",0283,Correlation of NMR Findings with Ionic Conductivity and Stability,semantic_unit,RESULTS AND DISCUSSION
LLZO-PEO,LLZO-PEO composite,composite,"various fractions of LLZO and PEO; LLZO-PEO; LLZO-PEO (LiTFSI); 50 wt % LLZO, 50 wt % PEO; 5 wt % LLZO, 95 wt % PEO; 5 to 20 and 50 wt % LLZO; 90:10 wt%; 20 wt % LLZO, 80 wt % PEO; LLZO content; various fractions of LLZO","solution casting, ball-milling; ball-milling; solution casting, ball milling; solution casting",0309,Interpretation of Ion Conduction in Composite Electrolytes,semantic_unit,CONCLUSIONS
LLZO-PEO,LLZO-PEO composite,composite,"various fractions of LLZO and PEO; LLZO-PEO; LLZO-PEO (LiTFSI); 50 wt % LLZO, 50 wt % PEO; 5 wt % LLZO, 95 wt % PEO; 5 to 20 and 50 wt % LLZO; 90:10 wt%; 20 wt % LLZO, 80 wt % PEO; LLZO content; various fractions of LLZO","solution casting, ball-milling; ball-milling; solution casting, ball milling; solution casting",0319,Methodology and Significance of Solid-State NMR,semantic_unit,CONCLUSIONS
LLZO-PEO,LLZO-PEO composite,composite,"various fractions of LLZO and PEO; LLZO-PEO; LLZO-PEO (LiTFSI); 50 wt % LLZO, 50 wt % PEO; 5 wt % LLZO, 95 wt % PEO; 5 to 20 and 50 wt % LLZO; 90:10 wt%; 20 wt % LLZO, 80 wt % PEO; LLZO content; various fractions of LLZO","solution casting, ball-milling; ball-milling; solution casting, ball milling; solution casting",0374,Additional Content (2),semantic_unit,REFERENCES
LLZO-PEO (LiClO4),,composite,50 wt % LLZO,,0203,Comparison of Li-ion Transport Pathways with Different Li Salts,semantic_unit,RESULTS AND DISCUSSION
LLZO-PEO (LiTFSI),LLZO-PEO (LiTFSI),composite,50 wt % LLZO; LLZO (50 wt %)-PEO (LiTFSI); LLZO-PEO (LiTFSI); LLZO (20 wt %)-PEO (LiTFSI); <20 wt % LLZO; critical point LLZO; high content LLZO; 5 wt % LLZO; increasing LLZO amount; LLZO (5 wt %)-PEO (LiTFSI); different LLZO contents,ball-milling; composite preparation,0043,Journal and Figure Description,semantic_unit,INTRODUCTION
LLZO-PEO (LiTFSI),LLZO-PEO (LiTFSI),composite,50 wt % LLZO; LLZO (50 wt %)-PEO (LiTFSI); LLZO-PEO (LiTFSI); LLZO (20 wt %)-PEO (LiTFSI); <20 wt % LLZO; critical point LLZO; high content LLZO; 5 wt % LLZO; increasing LLZO amount; LLZO (5 wt %)-PEO (LiTFSI); different LLZO contents,ball-milling; composite preparation,0138,Composite Electrolyte Preparation and Characterization Overview,semantic_unit,RESULTS AND DISCUSSION
LLZO-PEO (LiTFSI),LLZO-PEO (LiTFSI),composite,50 wt % LLZO; LLZO (50 wt %)-PEO (LiTFSI); LLZO-PEO (LiTFSI); LLZO (20 wt %)-PEO (LiTFSI); <20 wt % LLZO; critical point LLZO; high content LLZO; 5 wt % LLZO; increasing LLZO amount; LLZO (5 wt %)-PEO (LiTFSI); different LLZO contents,ball-milling; composite preparation,0149,Analysis of LiTFSI Resonance Broadening,semantic_unit,RESULTS AND DISCUSSION
LLZO-PEO (LiTFSI),LLZO-PEO (LiTFSI),composite,50 wt % LLZO; LLZO (50 wt %)-PEO (LiTFSI); LLZO-PEO (LiTFSI); LLZO (20 wt %)-PEO (LiTFSI); <20 wt % LLZO; critical point LLZO; high content LLZO; 5 wt % LLZO; increasing LLZO amount; LLZO (5 wt %)-PEO (LiTFSI); different LLZO contents,ball-milling; composite preparation,0159,Li-ion Mobility Analysis via T1 Relaxation Times,semantic_unit,RESULTS AND DISCUSSION
